<id>	<title>	<RealName>	<CurrentAlias>	<Affiliation>	<Relatives>	<Universe>	<Gender>	<Height>	<Weight>	<Eyes>	<Hair>	<Citizenship>	<Quotation>
4480	Kang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4481	Kangaroo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4482	Brian Hibbs (Earth-616)	Brian Hibbs	Kangaroo	Formerly {{m|Sinister Six (Earth-616)|Sinister Sixteen}} {{m|Spider-Man Revenge Squad (Earth-616)|Spider-Man Revenge Squad}}, {{m|Corporation (Earth-616)|The Corporation}}	NA	616	Male	Variable	Variable	Brown	Blond	Australian{{r|All-New Official Handbook of the Marvel Universe #6}} 	| Quotation           = Oy! Shutcha gobbah, yeh bun-bakin bahstahds!	
4483	Katyusha (Anya) (Earth-616)	Anya	Katyusha	[[First Line (Earth-616)|First Line]]	NA	Earth-616	Female	NA	NA	Brown	Brown	American	NA	
4499	File:Woodstock Schumaker (Earth-616) from X-Force Vol 1 122 0001.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4504	File:Helen Feliciano (Earth-616) from Official Handbook of the Marvel Universe Vol 2 19 001.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4511	File:Ahmet Abdol (Earth-616) from Official Handbook of the Marvel Universe Vol 2 18 001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4513	Khaos (Earth-9339)	Khaos	NA	Unnamed group, Dark Elves, Light Elves	Unnamed adoptive parents	Earth-9339	Male	5'10&quot;	155 lbs	Yellow	White	NA	NA	
4515	Casper Whimpley (Earth-616)	Casper Whimpley	Killer Clown	NA	NA	Earth-616	Male	NA	NA	NA	NA	NA	NA	
4516	Cobra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4517	Knight and Fogg (Earth-616)	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4518	William Matson (Earth-616)	William Matson	Knight Errant	NA	NA	Earth-616	Male	NA	NA	NA	NA	British	NA	
4519	Maker (Earth-616)	Maker	NA	NA	NA	Earth-616	Gestalt	NA	NA	NA	NA	NA	NA	
4520	Kraven	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4521	Kristoff Vernard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4522	Krugarr (Earth-691)	Krugarr	NA	{{m|Guardians of the Galaxy (Earth-691)|Guardians of the Galaxy}}	NA	Earth-691	Male	10'3&quot;	421 kbs	White	No	Lem	NA	
4523	Lady Lotus (Earth-616)	Unrevealed	Lady Lotus	{{M|Super-Axis (Earth-616)|Super-Axis}}, {{M|Imperial Japan (Earth-616)|Imperial Japan}}	[[Nia Noble]] (daughter)	Earth-616	Female	NA	NA	Brown	Black	Japanese	NA	
4524	Liberty Girl (Beverly) (Earth-616)	Beverly	Liberty Girl	{{M|First Line (Earth-616)|First Line}}	NA	Earth-616	Female	NA	NA	NA	Blonde	American	NA	
4525	Lilith	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4528	Ant Man	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4529	Giant Man	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4530	Goliath	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4531	Magus (Earth-7528)	[[Magus]]	NA	Formerly the head of the {{m|Universal Church of Truth (Earth-616)|Universal Church of Truth}}, leader of an army of [[Doppelganger|doppelgangers]], [[Heather Douglas (Earth-616)|Heather Douglas]] (pawn)	[[Adam Warlock (Earth-616)|Adam Warlock]] (original self);&lt;br&gt;The [[Enclave (Earth-616)|Enclave]] (creators);&lt;br&gt;[[Ayesha (Earth-616)|Ayesha]] (genetic twin);&lt;br&gt;[[Goddess (Earth-616)|Goddess]] (good self)	Earth-7528	Male	6' 2&quot;	240 lbs	White	White	NA	I am the Magus.  I'm here to save you.  We '''all''' are.	
4545	File:X-51 (Earth-616) from Official Handbook of the Marvel Universe Vol 2 7 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4554	File:Madison Jeffries (Earth-616) from Gamer's Handbook of the Marvel Universe Vol 5 001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4559	File:Maggott (Japheth) (Earth-616) from X-Men Vol 2 70 001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4562	Lani Ubanu (Earth-616)	Lani Ubanu	Lorelei	{{m|Savage Land Mutates}}, {{m|Swamp Men (Earth-616)|Swamp Men}} formerly {{M|Brotherhood of Evil Mutants}}	NA	Earth-616	Female	5'6&quot;	125 lbs 	White	Blonde	Savage Lander	NA	
4563	Lump (Warpies) (Earth-616)	Unrevealed	Lump	Formerly [[Mastermind (Computer) (Earth-616)|&quot;Roma&quot;]]'s {{M|Warpies (Earth-616)|Warpies army}}; {{m|Resources Control Executive (Earth-616)|R.C.X.}} ({{M|Warpies (Earth-616)|Warpies}}: {{M|Cherubim (Earth-616)|Cherubim}}); {{M|Parasites (Earth-616)|Parasites}}	NA	Earth-616	Male	NA	NA	NA	None	British	NA	
4564	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4565	Abner Jenkins (Earth-616)	[[Abner Ronald Jenkins]]	[[MACH-X]]	Formerly ''As MACH'' {{M|Thunderbolts}}, {{m|Strategic Homeland Intervention, Enforcement and Logistics Division|S.H.I.E.L.D.}}, {{M|Commission on Superhuman Activities}}, {{m|50-State Initiative|Initiative}}{{r|Thunderbolts #103}}	NA	Earth-616	Male	5'11&quot;	175 lbs	Brown	Brown	American	Oh, get real, would you? I've got all the weaponry of a fighter plane - and then some. [[Val Ventura (Earth-616)|You]]'re a big ribbon.	
4566	Mach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4567	Mach 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4568	Mister Fear II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4569	Priscilla Dolly (Earth-616)	[[Priscilla Dolly]]	[[Madame Doll]]	NA	[[Nathan Dolly (Earth-616)|Nathan Dolly]] (aka Mister Doll, husband, deceased); 	Earth-616	Female	NA	NA	NA	Brown	NA	NA	
4570	Gemini V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4571	Philip Sterns (Earth-616)	[[Philip Sterns|Philip &quot;Phil&quot; Sterns]]	Madman	NA	[[Samuel Sterns (Earth-616)|Samuel Sterns]] (brother)	Earth-616	Male	5'10&quot;	182 lbs	Blue	Blond	American	NA	
4572	Magdalene (Earth-9201)	NA	Magdalene	partner to [[Philip Javert (Earth-921)|Swordsman]], formerly her world's {{M|Avengers (Earth-9201)}}, [[Gatherers (Multiverse)|Gatherers]], former associate of the [[Earth-616]] {{m|Avengers (Earth-616)|Avengers}}	NA	Earth-9201	Female	6'7&quot;	203 lbs	White	Black	NA	NA	
4574	Magik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4577	File:Amara Aquilla (Earth-616 from Official Handbook of the Marvel Universe Vol 2 7 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4587	File:Theodore Sallis (Earth-616) from Official Handbook of the Marvel Universe Vol 2 8 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4605	Magus (Technarch) (Earth-616)	NA	NA	{{M|Techno, Inc. (Earth-616)|Techno, Inc.}}; [[Technarchy]]; formerly [[Phalanx]]	[[Warlock (Technarch) (Earth-616)|Warlock]] (son)&lt;br&gt;unnamed offspring{{r|X-Force Vol 3 3}}&lt;br&gt; [[Tyro (Earth-616)|Tyro]] (adoptive grandson)	Earth-616	Male	Variable	Variable	NA	NA	Technarch	NA	
4606	Malekith the Accursed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4607	Nakia Shauku (Earth-616)	[[Nakia Shauku]]{{r|Avengers: Wakanda Forever Vol 1 1}}	Malice	{{M|Dora Milaje}}; former agent of [[Erik Killmonger (Earth-616)|Killmonger]];  	NA	Earth-616	Female	6'0&quot;	160 lbs	Brown	Black	Wakandan	NA	
4608	Malice (Marauders) (Earth-616)	| RealName                =	Malice	Formerly {{M|Marauders}} 	NA	Earth-616	Female	| Height                  =	| Weight                  =	| Eyes                    =	| Hair                    =	| Citizenship             =	NA	
4609	Malcolm Murphy (Earth-616)	Malcolm Gregory &quot;Greg&quot; Murphy	Man-Eater	{{M|Garrison (Earth-616)|Garrison}} ([[Vermont]] {{M|50-State Initiative (Earth-616)|Initiative}}), {{M|Wild Pack (Earth-616)|Wild Pack}}, {{M|Intruders (Earth-616)|Intruders}}	NA	Earth-616	Male	6'8&quot;	244 lbs	Green	Orange	American	NA	
4610	Eshu (Earth-616)	[[Eshu]]	[[Master of the World]]	Founder, {{m|Strikeforce One (Earth-616)|Strikeforce One}}, {{m|Omega Flight (Master) (Earth-616)|Omega Flight}}; formerly {{M|Alpha Flight's Board of Governors (Earth-616)|Alpha Flight's Board of Governors}} (infiltrated)	NA	Earth-616	Male	Unknown	Unknown	Brown	Black	Asian	NA	
4611	Mastermind	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4612	File:Aaron Soames (Earth-616) from Official Handbook of the Marvel Universe Vol 2 18 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4623	File:Mesmero (Vincent) (Earth-616) from Official Handbook of the Marvel Universe Vol 1 7 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4627	Abigail Wright (Earth-616)	Abigail Mercy Wright	Mercy	Formerly {{M|Thunderbolts (Red Hulk) (Earth-616)|Thunderbolts}}	NA	Earth-616	Female	5'9&quot;	135 lbs 	Brown	Varying shades of purple; formerly brown (dyed magenta)	American	NA	
4628	Merlin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4629	File:Jeff Wilde (Earth-616) from Gamer's Handbook of the Marvel Universe Vol 6 001.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
4632	File:Calvin Rankin (Earth-616) from Official Handbook of the Marvel Universe Vol 2 18 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4637	File:Lincoln Brickford (Earth-616) from Incredible Hulk Vol 1 105.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4651	File:Harvey Elder (Earth-616) from Official Handbook of the Marvel Universe Vol 1 7 0001.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
4654	File:Marc Spector (Earth-616) from Official Handbook of the Marvel Universe Vol 2 9 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4669	File:Raven Darkholme (Earth-616) from Uncanny X-Men Vol 1 388 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4671	Midnight	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4672	Midnight I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4673	Jeff Wilde (Earth-616)	Jeff Wilde 	[[Midnight]]	Former ally to [[Marc Spector (Earth-616)|Moon Knight]], pawn of [[Lynn Church (Earth-616)|Lynn Church]], {{m|Secret Empire}}	[[Midnight Man|Anton Mogart]] (father, deceased)	Earth-616	Male	5'11&quot;	350 lbs	Yellow	Brown	American	NA	
4674	M'Nai (Earth-616)	M'Nai	Midnight Sun	Formerly {{m|Legion of the Unliving}}, {{m|Si-Fan (Earth-616)}}	[[Zheng Zu (Earth-616)|Fu Manchu]] (adoptive father); [[Shang-Chi (Earth-616)|Shang-Chi]] (adoptive brother)	Earth-616	Male	6'2&quot;	210 lbs	Brown	Black	NA	NA	
4676	Mist Mistress (Earth-616)	NA	[[Mist Mistress]]	{{m|Resistants (Earth-616)}}	NA	Earth-616	Female	NA	NA	NA	Brown	NA	NA	
4677	Mister Jip (Earth-616)	NA	Mister Jip	NA	NA	Earth-616	Male	7'0&quot;	475 lbs	Red	White	NA	NA	
4678	Timothy Carney (Earth-616)	Timothy Carney	Mister Justice	[[First Line]]	[[Patrick Carney (Earth-616)|Patrick Carney]] (brother)	Earth-616	Male	NA	NA	NA	Brown	American	NA	
4679	Modok	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4680	Mongoose (Earth-616)	NA	Mongoose	[[Herbert Wyndham (Earth-616)|High Evolutionary]], {{M|Thunderbolts (Earth-616)|Thunderbolts}}	NA	Earth-616	Male	6'0&quot;	230 lbs	Brown	Bald	New Men	NA	
4681	Moonstone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4683	Murmur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4684	Allan Rennie (Earth-616)	Allan Rennie	Murmur	formerly {{M|Hellions (Emplate) (Earth-616)|Hellions}}	NA	Earth-616	Male	| Height                  =	| Weight                  =	| Eyes                    =	NA	| Citizenship             =	NA	
4685	Arlette Truffaut (Earth-616)	Arlette Truffaut	Murmur	{{M|Alpha Flight}}, {{M|Beta Flight}}	Mother (unnamed){{r|Alpha Flight Vol 2 7}}, Francois Truffaut (father, deceased) {{r|Alpha Flight Vol 2 7}}	Earth-616	Female	5'6&quot; 	130 lbs	Green	Black	Canadian	| Quotation           = Oh, yes. Send zee girl for backup instead of realizing zat she ees capable of doing. I came to [[Alpha Flight (Earth-616)|Alpha]] to fight and win, and now I'ave done both. 	
4686	Mysterio	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4687	Jerome Johnson (Earth-616)	[[Jerome Johnson]]	[[Right-Winger]]	Partner to [[Hector Lennox (Earth-616)|Left-Winger]]; formerly {{M|Bold Urban Commandos (Earth-616)|Bold Urban Commandos}}, {{M|Unlimited Class Wrestling Federation (Earth-616)|U.C.W.F.}}, {{m|Legion of the Unliving (Earth-616)|Legion of the Unliving}} 	NA	Earth-616	Male	6'4&quot;	260lbs	Blue	Blond	American	NA	
4688	User:BlueShield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4689	Marvel Database:CE Archive May 2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4690	Virgo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4693	Warlock	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4694	Warlock I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4697	User:Uchitoru	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4698	File:User-Uchitoru.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4699	User:Niniri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4700	User:Ah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4702	User:Logan5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4703	Mary Walker (Earth-616)	Mary Walker	[[Typhoid Mary]]	{{M|Sisterhood of Mutants}}; formerly {{m|Hand|The Hand}}, [[Wilson Fisk (Earth-616)|Kingpin]], {{m|Black Cat's Gang}}, [[Wade Wilson (Earth-616)|Deadpool]], {{m|Shadow Initiative}}, {{m|50-State Initiative|Initiative}}	NA	Earth-616	Female	5'10&quot; 	140 lbs.	Brown	Brown	American	When I was little I had a pair of red rubber boots. My boots took me places. One day they got lost. I thought they were hiding under my bed. But they're gone. I miss them. All of them. '''One of us is tender''' one of us is not. '''One of us takes vengeance'''. All four tied in a knot.	
4704	Alicia Masters (Earth-616)	Alicia Reiss Masters	NA	Associate of the [[Fantastic Four (Earth-616)|Fantastic Four]]	[[Jacob Reiss (Earth-616)|Jacob Reiss]] (father, deceased);&lt;br&gt;	Earth-616	Female	5'4&quot;	110 lbs	Brown	Strawberry Blonde	American	His face feels strong &amp; powerful! And yet, I can sense a gentleness to him--there is something tragic--something sensitive!	
4705	User:Rockaway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4706	User:Wolverine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4713	User:WarpathRacing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4716	Gambit/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4723	Black Panther/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4729	Fantastic Four/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4730	Cover Art Gallery House of M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4743	File:Daredevil Redemption Vol 1 6 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4747	File:Last Hero Standing Vol 1 2 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4748	File:Last Hero Standing Vol 1 3 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4749	File:Last Hero Standing Vol 1 4 Textless.jpg	NA	NA	NA	NA	982	NA	NA	NA	NA	NA	NA	NA	
4751	File:New Avengers Vol 1 1 Textless Variant.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4752	File:New Avengers Vol 1 2 Variant Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4753	File:New Avengers Vol 1 3 Textless.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4756	File:New Avengers Vol 1 6 Textless Variant.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4767	Captain America/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4768	Daredevil/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4769	Daredevil Redemption/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4770	Cover Art Gallery Hercules	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4771	Cover Art Gallery Incredible Hulk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4772	Last Hero Standing/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4774	New Avengers/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4775	Rogue/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4776	Spider Man Breakout/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4777	Stormbreaker The Saga of Beta Ray Bill/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4778	Ultimate Fantastic Four/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4779	Uncanny X-Men/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4780	Wolverine/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4781	File:Amazing Fantasy Vol 2 9 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4782	File:Araña The Heart of the Spider Vol 1 5 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4783	File:Daredevil Redemption Vol 1 5 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4791	File:Livewires Vol 1 5 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4795	File:Marvel Team-Up Vol 3 9 Textless.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4796	File:Mary Jane Homecoming Vol 1 4 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4801	File:Spider-Girl Vol 1 87 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4803	File:The Pulse Vol 1 9 Textless.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4807	File:X-Men The End Vol 2 4 Textless.jpg	NA	NA	NA	NA	Earth-41001	NA	NA	NA	NA	NA	NA	NA	
4811	Cover Art Gallery Spiderman Breakout	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4815	Amazing Fantasy/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4816	Arana The Heart of the Spider/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4817	District X/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4818	Cover Art Gallery Exiles	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4820	Gravity/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4821	Livewires/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4825	Marvel Team-Up/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4826	Mary Jane Homecoming/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4827	New Warriors/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4831	Cover Art Gallery Punisher	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4832	Shanna The She Devil/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4833	Spider Girl/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4834	Spider Man Human Torch/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4836	Cover Art Gallery Toxin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4837	Ultimate Spider-Man/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4838	X-Men/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4839	X-Men The End/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4840	File:Alexander Pierce (Earth-616) from Official Handbook of the Marvel Universe Vol 3 5 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4843	File:Franklin Nelson (Earth-616).jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4845	File:Jean Grey (Earth-616) from X-Men Vol 1 133 001.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
4846	File:Karen Page (Earth-616).jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4847	File:Kathleen Neville (Earth-616) from Official Handbook of the Marvel Universe Vol 3 5 001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4855	Alexander Pierce (Earth-616)	Alexander Goodwin Pierce	Alexander Pierce	{{M|Strategic Homeland Intervention, Enforcement and Logistics Division (Earth-616)|S.H.I.E.L.D.}} (formerly {{m|S.H.I.E.L.D. Accounting Department|Accounting Department}}), {{m|Caterpillars}}	NA	Earth-616	Male	6'0&quot;	175lbs	Brown	Brown	American	NA	
4856	Dakota North (Earth-616)	Dakota North 	NA	{{m|Dakota North Investigations (Earth-616)|Dakota North Investigations}}, {{m|Chicago Spectator (Earth-616)|Chicago Spectator}}	[[Samuel North (Earth-616)|Samuel J. North]] (father), [[Richard North (Earth-616)|Ricky North]] (brother) 	Earth-616	Female	5'7&quot;	130 lbs	Blue	Red	American	| Quotation           = Wow...so is there '''always''' this much therapy in your ninja yoga classes?	
4857	Kathleen Neville (Earth-616)	Kathleen Neville	Kate Neville	{{m|Strategic Homeland Intervention, Enforcement and Logistics Division (Earth-616)|S.H.I.E.L.D.}}	Marge Neville	Earth-616	Female	5'8 1/2	130 lbs.	Brown	Brown	American	NA	
4858	N astirh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4859	Nanny	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4875	Lloyd Bloch (Earth-616)	[[Lloyd Bloch]]	Nefarius	Former agent of the {{M|Secret Empire}}, {{m|Corporation|The Corporation}}, [[Quentin Harderman (Earth-616)|Quentin Harderman]], {{M|Committee to Regain America's Principles}}	[[Luchino Nefaria (Earth-616)|Count Nefaria]] (alleged father);&lt;br&gt;[[Giuletta Nefaria (Earth-616)|Giuletta Nefaria]] (alleged sister or possible half-sister)	Earth-616	Male	6'5&quot;	410 lbs	Blue	Blond	American	NA	
4876	Lord Nekron (Earth-616)	Lord Nekron 	NA	NA	NA	Earth-616	Male	NA	NA	NA	Black	British	NA	
4877	Dwayne Taylor (Earth-616)	[[Dwayne Taylor|Dwayne Michael Taylor]]	Night Thrasher	formerly {{m|Red Team (Earth-15513)|Red Team}}, {{M|New Warriors}}, {{M|Hellfire Club}},{{r|X-Men Vol 2 29}}{{r|X-Force #32}} {{M|Psionex}}, {{M|Folding Circle}}, {{m|Taylor Foundation}}, [[MRVL Network (Earth-616)|MRVL Network]]	Moses Targum (possible ancestor, deceased);&lt;br&gt;	Earth-616	Male	6'3&quot;	240 lbs	Brown	Black	American	Don't do this, Bengal. Don't make me fight you again. I know how the past can '''bury''' you -- ! You have to '''rise''' above it! You have to, or the past will '''kill''' you --way before you get the chance to kill '''it'''!	
4878	Nighthawk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4879	Nightingale (Earth-616)	Unrevealed	Nightingale	[[First Line]]	NA	Earth-616	Female	NA	NA	Yellow	Bald	Haitian	NA	
4881	Dakota North/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4887	User:Robert Alvarez	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4888	User:Darkhawk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4889	File:Alpha Flight Vol 3 11 Textless.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4899	File:Araña The Heart of the Spider Vol 1 1 Quesada Variant Textless.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4907	File:Avengers Earth's Mightiest Heroes Vol 1 6 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4908	File:Avengers Earth's Mightiest Heroes Vol 1 7 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4911	File:Black Panther Vol 4 2 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4912	File:Black Panther Vol 4 3 Textless.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
4913	File:Black Panther Vol 4 4 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4915	File:Black Widow Vol 3 6 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4926	File:Captain America and the Falcon Vol 1 11 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
4928	File:Captain America and the Falcon Vol 1 13 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
