<id>	<title>
2017	Lianda (Earth-616)
2018	Gustav Brandt (Earth-616)
2019	Lifeforce (Earth-616)
2020	Heather Cameron (Earth-616)
2021	Ned Lathrop (Earth-616)
2022	Edward Lansky (Earth-616)
2023	Julie Power (Earth-616)
2024	Lilandra Neramani (Earth-616)
2025	Lilith Drake (Earth-616)
2026	Lilith (Earth-616)
2027	Rance Preston (Earth-616)
2028	Arthur Parks (Earth-616)
2029	Miguel Santos (Earth-616)
2030	Ahmet Abdol (Earth-616)
2031	N'Kantu (Earth-616)
2033	Living Tribunal (Multiverse)
2034	Curtis Connors (Earth-616)
2035	Llyra Morris (Earth-616)
2036	Llyron McKenzie (Earth-616)
2037	Lockheed (Earth-616)
2038	Lockjaw (Earth-616)
2039	Lockup (Earth-616)
2040	Rayna Piper (Earth-616)
2041	August Hopper (Earth-616)
2042	Loki Laufeyson (Earth-616)
2043	Longshot (Mojoverse)
2044	Lord Chaos (Earth-616)
2045	Lorelei (Asgardian) (Earth-616)
2048	Lucy Westenra (Earth-616)
2049	Ludi (Earth-616)
2050	Luna Maximoff (Earth-616)
2051	Lupa (Savage Land Mutate) (Earth-616)
2052	Lupo (Earth-616)
2054	Monet St. Croix (Earth-616)
2057	Ferdinand Lopez (Earth-616)
2058	X-51 (Earth-616)
2059	Samuel Saxon (Earth-616)
2060	Moira Kinross (Earth-616)
2061	Mad Thinker (Julius) (Earth-616)
2064	Arthur Maddicks (Earth-616)
2065	Ophelia Sarkissian (Earth-616)
2067	Giuletta Nefaria (Earth-616)
2068	Sunset Bain (Earth-616)
2069	Cassandra Webb (Earth-616)
2070	Madcap (Earth-616)
2072	Madelyne Pryor (Earth-616)
2073	Maelstrom (Earth-616)
2074	Bruce Banner (Earth-9200)
2075	Maggott (Japheth) (Earth-616)
2077	Illyana Rasputina (Earth-616)
2078	Jimaine Szardos (Earth-616)
2080	Magnar (Earth-616)
2081	Max Eisenhardt (Earth-616)
2082	Hunk Larken (Earth-616)
2084	Magnir (Earth-616)
2086	Magnus (Sorcerer) (Earth-616)
2088	Makkari (Earth-616)
2089	Malcolm (Earth-1191)
2090	Malekith (Earth-616)
2092	Karlin Malus (Earth-616)
2093	M'Baku (Earth-616)
2094	William Taurens (Earth-616)
2095	Katrina van Horn (Earth-616)
2097	Theodore Sallis (Earth-616)
2098	Mander (Earth-616)
2099	Mandarin (Earth-616)
2100	Jerome Beechman (Earth-616)
2103	Manslaughter (Earth-616)
2104	Manta (Earth-616)
2105	Mantis (Earth-616)
2107	Margali Szardos (Earth-616)
2109	Marrina Smallwood (Earth-616)
2110	Marrow (Sarah) (Earth-616)
2112	Martinex T'Naga (Earth-691)
2113	Robert Grayson (Earth-616)
2115	Valeria Richards (Earth-616)
2116	Rachel Summers (Earth-811)
2118	Masque (Morlock) (Earth-616)
2119	Jack Power (Earth-616)
2121	Master Khan (Earth-616)
2122	Master Mold (Earth-616)
2124	Martin Preston (Earth-616)
2125	Jason Wyngarde (Earth-616)
2126	Martinique Wyngarde (Earth-616)
2127	Mastermind (Computer) (Earth-616)
2129	Aaron Soames (Earth-616)
2133	Maxam (Earth-93112)
2135	Brigid O'Reilly (Earth-616)
2137	Medusalith Amaquelin (Earth-616)
2138	Meggan Puceanu (Earth-616)
2141	Bruno Horgan (Earth-616)
2143	Marvin Flumm (Earth-616)
2144	A'Lars (Earth-616)
2145	Mentor (Imperial Guard) (Earth-616)
2146	Mephisto (Earth-616)
2147	Mercurio (Earth-616)
2153	Scott Wright (Earth-616)
2154	Jormungand (Earth-616)
2157	Francisco Milan (Earth-616)
2158	Milena (Earth-616)
2159	Calvin Rankin (Earth-616)
2160	William Turner (Earth-616)
2161	Joshua Ayers (Earth-616)
2162	Desmond Charne (Earth-616)
2163	Mitchell Godey (Earth-616)
2164	Madeline Joyce (Earth-616)
2165	Nathan Dolly (Earth-616)
2166	Reed Richards (Earth-616)
2167	Zoltan Drago (Earth-616)
2168	Calvin Zabo (Earth-616)
2169	Guy Smith (Earth-616)
2170	Nathaniel Essex (Earth-616)
2172	Mister X (Earth-616)
2173	Barbara Morse (Earth-616)
2174	Olinka Barankova (Earth-616)
2175	George Tarleton (Earth-616)
2176	Modred (Earth-616)
2177	Mojo (Mojoverse)
2178	Harvey Elder (Earth-616)
2179	Owen Reece (Earth-616)
2180	Mondo (Earth-616)
2181	Aloba Dastoor (Earth-616)
2182	Heather Douglas (Earth-616)
2183	Marc Spector (Earth-616)
2185	Karla Sofen (Earth-616)
2186	Michael Morbius (Earth-616)
2187	Simon Bretnor (Earth-616)
2188	Morgan le Fay (Earth-616)
2189	Kevin Sidney (Earth-1081)
2190	Robert Markham (Earth-616)
2191	Morg (Earth-616)
2192	Mountjoy (Earth-1191)
2200	N'Astirh (Earth-616)
2201	Nadar (Earth-616)
2204	Namorita Prentiss (Earth-616)
2205	Nanny (Orphan-Maker Partner) (Earth-616)
2207	Nathaniel Richards (Earth-616)
2208	Naze (Earth-616)
2209	Nebula (Earth-616)
2210	Nebulon (Earth-616)
2211	Necrodamus (Earth-616)
2212	Necrom (Earth-148)
2213	Josef Saint (Earth-616)
2214	Nekra Sinclair (Earth-616)
2215	Amelia Weatherly (Earth-616)
2216	Nergal (Earth-616)
2217	Simon Hall (Earth-616)
2218	Michelle Balters (Earth-616)
2219	New Sun (Earth-9921)
2221	Phil Grayfield (Earth-616)
2222	Nicodemus (Mutant) (Earth-616)
2223	Kurt Wagner (Earth-616)
2225	Nightmare (Earth-616)
2227	Nightside (Earth-616)
2229	Nicholette Gold (Earth-691)
2232	Nina (Mannite) (Earth-616)
2233	Ningal (Earth-616)
2234	Robert Hunter (Earth-616)
2235	Nocturne (Earth-616)
2236	Noh-Varr (Earth-200080)
2238	Jean-Paul Beaubier (Earth-616)
2239	Richard Rider (Earth-616)
2240	Frankie Raye (Earth-616)
2242	Robert Frank Jr. (Earth-616)
2244	Nut (Earth-616)
2245	Paladin (Earth-616)
2246	Paul Provenzano (Earth-616)
2247	Paradigm (Earth-616)
2249	Laura Dean (Earth-616)
2251	Peter Quinn (Earth-616)
2252	Hollow (Earth-616)
2253	Alain Racine (Earth-616)
2254	Kara Killgrave (Earth-616)
2255	F.R. Crozier (Earth-616)
2258	Eileen Harsaw (Earth-616)
2260	Hamilton Slade (Rider) (Earth-616)
2261	Phastos (Earth-616)
2262	William Robert Reilly (Earth-616)
2263	Phobius (Earth-616)
2268	Gilbert Benson (Earth-616)
2271	Pip Gofern (Earth-616)
2272	Cormick Grimshaw (Earth-616)
2275	Plazm (Earth-616)
2276	Edgar Plunder (Earth-616)
2278	Lorna Dane (Earth-616)
2279	Alexander Gentry (Earth-616)
2280	Kamo Tharnn (Earth-616)
2281	Kevin Tremain (Earth-616)
2282	Marian Pouncy (Earth-616)
2291	Pretty Boy (Earth-616)
2292	Kevin Green (Earth-93060)
2293	Primus (Android) (Earth-616)
2294	Zelda DuBois (Earth-616)
2296	Richard Gilmore (Earth-616)
2297	Prodigy (Polish) (Earth-616)
2298	David Alleyne (Earth-616)
2299	Anthony Power (Earth-616)
2300	Prosh (Earth-616)
2301	Thoran Rul (Earth-616)
2302	Kevin MacTaggert (Earth-616)
2304	Hobie Brown (Earth-616)
2307	Elizabeth Braddock (Earth-616)
2308	Psynapse (Earth-616)
2309	Eugene Judd (Earth-616)
2310	Thomas Fireheart (Earth-616)
2311	Punchout (Earth-616)
2312	Frank Castle (Earth-616)
2313	Jacob Gallows (Earth-928)
2314	Phillip Masters (Earth-616)
2316	Zebediah Killgrave (Earth-616)
2317	St. John Allerdyce (Earth-616)
2320	Chen Lu (Earth-616)
2321	Ragar (Earth-616)
2322	Rainbow (Spaceknight) (Earth-616)
2324	Rakar (Earth-616)
2326	Raman (Earth-616)
2329	Randall (Earth-1191)
2330	Marshall Stone III (Earth-616)
2331	Ransak (Earth-616)
2333	Geoffrey Crawford (Earth-616)
2334	Paul-Philip Ravage (Earth-928)
2335	Jonathan Clay (Earth-616)
2336	Raza Longknife (Earth-616)
2337	Pantu Hurageb (Earth-616)
2339	Ivan Kragoff (Earth-616)
2340	Alexi Shostakov (Earth-616)
2341	Red Raven (Earth-616)
2342	SJ3RX (Earth-616)
2343	Red Shift (Earth-616)
2344	Johann Shmidt (Earth-616)
2345	William Talltrees (Earth-616)
2346	Reignfire (Earth-616)
2347	Reptilla (Earth-616)
2348	Revanche (Kwannon) (Earth-616)
2350	Rachel Argosy (Earth-616)
2351	Aleksei Sytsevich (Earth-616)
2352	Johnathon Gallo (Earth-616)
2353	Julio Richter (Earth-616)
2354	Recorder RE-404 (Earth-616)
2355	Anthony Davis (Earth-616)
2356	Maynard Tiboldt (Earth-616)
2357	Janos Quested (Earth-616)
2358	Gloria Muñoz (Earth-616)
2359	Rocket Raccoon (Earth-616)
2360	Rom (Earth-616)
2361	Roma (Otherworld)
2362	Ronan (Earth-616)
2363	Richard Fisk (Earth-616)
2365	Thaddeus Ross (Earth-616)
2366	Jennifer Stavros (Earth-616)
2369	Thursday Rubinstein (Earth-616)
2370	Clement Wilson (Earth-616)
2371	Rynda (Earth-616)
2372	S'ym (Earth-616)
2373	Ruth Bat-Seraph (Earth-616)
2374	Victor Creed (Earth-616)
2375	Sack (Earth-616)
2376	Sage (Earth-616)
2377	Harlan Vargas (Earth-616)
2378	Salvo (Neo) (Earth-616)
2379	Saint Anna (Anna) (Earth-616)
2380	Samuel Sawyer (Earth-616)
2382	William Baker (Earth-616)
2383	Walter Langkowski (Earth-616)
2384	Sasquatch (Beast) (Earth-616)
2385	Satana Hellstrom (Earth-616)
2387	Garbha-Hsien (Earth-616)
2389	Karl Lykos (Earth-616)
2390	Priscilla Lyons (Earth-616)
2391	Valkin (Earth-616)
2392	Brunnhilde (Earth-616)
2393	Denise Baranger (Earth-616)
2394	Nikolai Krylenko (Earth-616)
2395	Vanisher (Earth-616)
2396	Vargas (Earth-616)
2397	Varnae (Earth-616)
2398	Vashti Cleito-Son (Earth-616)
2399	Vega-Superior (Earth-616)
2401	Edward Whelan (Earth-616)
2403	Vertigo (Savage Land Mutate) (Earth-616)
2404	Vessel (Earth-616)
2405	Vidar Odinson (Earth-616)
2407	Heather McNeil (Earth-616)
2408	James Hudson (Clone) (Earth-616)
2409	Jordan Dixon (Earth-616)
2412	Elaine McLaughlin (Earth-616)
2414	Vision (Earth-616)
2415	Myles Alfred (Earth-616)
2417	Marsha Rosenberg (Earth-616)
2418	Volla (Earth-616)
2419	Volpan (Earth-616)
2420	Volstagg (Earth-616)
2421	Adrian Toomes (Earth-616)
2422	Glenn Talbot (Earth-616)
2423	Talisman (Australian) (Earth-616)
2424	Tanith (Earth-616)
2425	Anton Miguel Rodriquez (Earth-616)
2426	Marie-Ange Colbert (Earth-616)
2428	Tony Masters (Earth-616)
2429	Arnold Paffenroth (Earth-616)
2431	Cornelius van Lunt (Earth-616)
2432	Taurus (LMD) (Earth-616)
2434	Norbert Ebersol (Earth-616)
2436	Mary Stenson (Earth-616)
2437	Tefral (Earth-616)
2440	Greer Grant (Earth-616)
2441	Hector Ayala (Earth-616)
2442	Grannz (Earth-616)
2444	Heather Tucker (Earth-616)
2446	Tempus (Immortus Servant)
2447	Tension (Earth-616)
2448	Terminus (Destroyer) (Earth-616)
2449	Tyros (Earth-616)
2450	Terror (Shreck) (Earth-88194)
2452	Tethra (Earth-616)
2453	Drew Daniels (Earth-616)
2455	Thakos (Earth-616)
2456	Thanos (Earth-616)
2458	Benjamin Grimm (Earth-616)
2459	Thog (Earth-616)
2460	Thor Odinson (Earth-616)
2463	Melody Jacobs (Earth-616)
2465	Kristina Anderson (Earth-616)
2466	John Proudstar (Earth-616)
2468	Neal Shaara (Earth-616)
2469	William Carver (Earth-616)
2470	Eric Masterson (Earth-616)
2471	Thundra (Earth-715)
2472	Tiboro (Earth-616)
2473	Tick Tock (Earth-616)
2474	Todd Arliss (Earth-616)
2475	Patricia Tilby (Earth-616)
2476	Timberius (Earth-616)
2477	Timeshadow (Earth-616)
2478	Titan (Earth-616)
2479	Davida DeVito (Earth-616)
2481	Boris Bullski (Earth-616)
2482	Mortimer Toynbee (Earth-616)
2484	Lonnie Lincoln (Earth-616)
2486	Torgo Nia (Earth-616)
2487	Thomas Raymond (Earth-616)
2488	Toro Rojo (Earth-616)
2489	Brock Jones (Earth-616)
2490	Michael Stivak (Earth-616)
2491	Carolyn Trainer (Earth-616)
2492	Edward Pasternak (Earth-616)
2493	Seward Trainer (Earth-616)
2494	Peter Petruski (Earth-616)
2495	Delroy Garrett Jr. (Earth-616)
2496	Judas Traveller (Earth-616)
2497	Triton (Earth-616)
2498	Turac (Earth-616)
2499	Michiko Musashi (Earth-616)
2500	Tusk (Earth-616)
2501	Matthew Hawk (Earth-616)
2502	Tyr Odinson (Earth-616)
2503	Tyrak (Earth-616)
2504	Romulus Augustulus (Earth-616)
2505	Tyrant (Earth-616)
2506	John Greycrow (Earth-616)
2508	Ebenezer Laughton (Earth-616)
2509	Scarlet Beetle (Earth-616)
2510	Abdul Faoul (Earth-616)
2511	Ben Reilly (Earth-616)
2513	MacDonald Gargan (Earth-616)
2515	Kim Il Sung (Earth-616)
2516	Jane Hampshire (Earth-616)
2519	Tarm (Earth-616)
2520	Selene Gallio (Earth-616)
2522	Suvik Senyaka (Earth-616)
2523	Sersi (Earth-616)
2524	Set (Earth-616)
2525	Seth (Earth-616)
2526	Shadow King (Earth-616)
2527	Katherine Pryde (Earth-616)
2528	Michael Twoyoungmen (Earth-616)
2529	Molly Fitzgerald (Earth-616)
2532	Shanna O'Hara (Earth-616)
2533	Shaper of Worlds (Earth-616)
2534	Shard Bishop (Earth-1191)
2535	Gaveedra Seven (Mojoverse)
2536	Shinobi Shaw (Earth-616)
2537	Shazana (Earth-616)
2540	Anne Weying (Earth-616)
2541	Shelmar (Earth-616)
2543	Herman Schultz (Earth-616)
2544	Victoria Star (Earth-616)
2545	Shortpack (Earth-616)
2546	Maximillian Coleridge (Earth-616)
2547	Jerold Morgan (Earth-616)
2548	Shuma-Gorath (Multiverse)
2549	Seth Voelker (Earth-616)
2550	Sif (Earth-616)
2551	Sigyn (Earth-616)
2552	Sikorsky (Earth-616)
2553	Silverfox (Canadian) (Earth-616)
2554	Silver Sablinova (Earth-616)
2555	Keniuchio Harada (Earth-616)
2556	Norrin Radd (Earth-616)
2557	Stanley Carter (Earth-616)
2558	Theresa Cassidy (Earth-616)
2560	Sally Blevins (Earth-616)
2561	Angelo Espinosa (Earth-616)
2562	Skullbuster (Earth-616)
2563	Winston Manchester (Earth-616)
2564	Christopher Anderson (Earth-616)
2565	Steven Harmon (Earth-616)
2566	Sledge (Earth-616)
2567	Davis Cameron (Earth-616)
2568	Aaron Salomon (Earth-616)
2569	Frank Hoag (Earth-93060)
2570	Sluice (Earth-616)
2571	Byron Spencer (Earth-616)
2572	Jalome Beacher (Earth-616)
2574	Vril-Rokk (Earth-616)
2577	Narya (Earth-616)
2578	Silas King (Earth-616)
2580	Candace Southern (Earth-616)
2582	Melissa Gold (Earth-616)
2583	Space Phantom (Earth-616)
2584	James Sanders (Earth-616)
2585	Anath-Na Mut (Earth-616)
2586	May Parker (Earth-982)
2587	Miguel O'Hara (Earth-928)
2589	Jessica Drew (Earth-616)
2590	Julia Carpenter (Earth-616)
2593	Rita Wayword (Earth-616)
2595	Robert Delgado (Earth-616)
2596	Jacqueline Falsworth (Earth-616)
2597	Andrew Graves (Earth-616)
2598	Johnathon Ohnn (Earth-616)
2601	Spyne (Earth-616)
2603	Miranda Leevald (Earth-616)
2605	Stallior (Earth-616)
2606	Shanga Fia Delph'goram (Earth-616)
2607	Starbolt (Earth-616)
2609	Stick (Earth-616)
2610	Wilbur Day (Earth-616)
2612	Walter Newell (Earth-616)
2613	Louis Hamilton (Earth-616)
2614	Ororo Munroe (Earth-616)
2615	Stranger (Cosmic Being) (Earth-616)
2616	Juliana Worthing (Earth-616)
2617	Guido Carosella (Earth-616)
2618	Stryfe (Earth-4935)
2619	Angelina Brancale (Earth-616)
2620	Succubus (Earth-616)
2621	Sugar Man (Earth-295)
2622	Jun Tenta (Earth-616)
2623	Mark Hallett (Earth-616)
2624	Shiro Yoshida (Earth-616)
2625	Leyu Yoshida (Earth-616)
2626	Roberto da Costa (Earth-616)
2627	Martin Fletcher (Earth-616)
2628	Deidre Wentworth (Earth-616)
2629	Kl'rt (Earth-616)
2632	Surtur (Earth-616)
2633	Fritz von Meyer (Earth-616)
2634	Devon Alomar (Earth-616)
2635	Jacques Duquesne (Earth-616)
2636	Symak (Earth-616)
2637	Everett Thomas (Earth-616)
2644	Phoebus Apollo (Earth-616)
2645	Artemis (Olympian) (Earth-616)
2646	Athena Parthenos (Earth-616)
2649	Domini (Earth-616)
2650	Faceless One (Earth-616)
2651	Jonas Harrow (Earth-616)
2652	Hecate (Earth-616)
2653	Denton Phelps (Earth-616)
2654	Hephaestus Aetnaeus (Earth-616)
2655	Hera Argeia (Earth-616)
2656	Hermes Diaktoros (Earth-616)
2657	Hildegarde (Earth-616)
2659	David Mitchell (Earth-616)
2660	Scott Washington (Earth-616)
2662	Iguana (Earth-616)
2663	Ikonn (Earth-616)
2664	Infant Terrible (Earth-616)
2666	Joseph Conroy (Earth-616)
2667	Voletta Todd (Earth-616)
2668	Helmut Gruler (Earth-616)
2669	Michael Steel (Earth-616)
2670	Simon Meke (Earth-616)
2673	Jackdaw (Otherworld)
2674	Ramon de Rico (Earth-616)
2676	Darin (Earth-616)
2677	Billy Russo (Earth-616)
2678	Kamuu (Ancient Atlantis) (Earth-616)
2679	Kamuu (Atlantean) (Earth-616)
2681	Kirigi (Earth-616)
2682	Juan Meroz (Earth-616)
2683	Linda Lewis (Earth-712)
2684	Lee Broder (Earth-616)
2685	Locksmith (Earth-616)
2686	Lunatik (Tyrk Fragment) (Earth-616)
2687	Madam Slay (Earth-616)
2690	Maha Yogi (Earth-616)
2691	Mahkizmo (Earth-74101)
2692	Man-Beast (Earth-616)
2694	Mangog (Earth-616)
2695	Frank Farnum (Earth-616)
2696	Axl Nacht (Earth-616)
2697	Manuel Eloganto (Earth-616)
2699	Mentus (Earth-616)
2700	Molyb (Earth-616)
2703	Mordecai Midas (Earth-616)
2704	Anton Mogart (Earth-616)
2705	Mimir Burison (Earth-616)
2707	Lincoln Brickford (Earth-616)
2710	Mogul of the Mystic Mountain (Earth-616)
2711	Mark Raxton (Earth-616)
2713	Moondark (Earth-616)
2715	Quentin Beck (Earth-616)
2716	Daniel Berkhart (Earth-616)
2717	Naga (Earth-616)
2719	Nebulo (Earth-616)
2720	Nebulos (Earth-616)
2722	Nicholas Scratch (Earth-616)
2723	Kyle Richmond (Earth-712)
2724	Kyle Richmond (Earth-616)
2725	Tilda Johnson (Earth-616)
2727	Jack Monroe (Earth-616)
2729	Null the Living Darkness (Earth-616)
2732	Drake Shannon (Earth-616)
2733	Orikal (Earth-616)
2734	Raymond Bloch (Earth-616)
2735	Karl Stragg (Earth-616)
2736	Ronald Bloch (Earth-616)
2737	Brian Calusky (Earth-616)
2739	Piranha (Earth-616)
2740	Plague (Earth-616)
2741	Michael Silk (Earth-616)
2742	Silvio Manfredi (Earth-616)
2743	Vakume (Earth-616)
2745	Hestia (Earth-616)
2746	Victor Conrad (Earth-616)
2747	Yagzan (Earth-616)
2748	Zartra (Ancient Atlantis) (Earth-616)
2749	Zartra (Atlantean) (Earth-616)
3145	William Cross (Earth-616)
3333	Samuel Smithers (Earth-616)
3352	Albert Malik (Earth-616)
3555	Patrick Mulligan (Earth-616)
3556	Charles Weiderman (Earth-616)
3560	Lindsay McCabe (Earth-616)
3589	David Ishima (Earth-616)
3763	Anya Corazon (Earth-616)
3765	Emma Frost (Earth-616)
3781	Jacob Fury (Earth-616)
3798	James Power (Earth-616)
3799	Charles Chandler (Earth-616)
3802	Abraxas (Multiverse)
3805	AC-DC (Earth-616)
3807	Achebe (Earth-616)
3809	Trey Rollins (Earth-616)
3811	Angelface (Earth-616)
3816	Dimitri Bukharin (Earth-616)
3825	Amalgam (Earth-616)
3826	Aminedi (Earth-616)
3830	Thommanom (Earth-616)
3834	Annalee (Earth-616)
3839	Ape (Morlock) (Earth-616)
3842	Peter van Zante (Earth-616)
3850	Aron (Earth-616)
3858	Atum (Earth-616)
3885	Baba Yaga (Earth-616)
3887	Bandera (Earth-616)
3891	Sebastion Gilberti (Earth-616)
3897	Beautiful Dreamer (Morlock) (Earth-616)
3899	Derrick Beacon (Earth-616)
3907	Robert Paine (Earth-616)
3911	Fletcher Traynor (Earth-616)
3918	Blackjack (First Line) (Earth-616)
3923	Blackout (Lilin) (Earth-616)
3926	Blank (Clyde) (Earth-616)
3931	Douglas Carmody (Earth-616)
3933	Christopher Bradley (Earth-616)
3936	Louise Grant (Earth-616)
3941	Sean Watanabe (Earth-616)
3945	Oswald Boeglin (Earth-616)
3959	Fred MacRae (Earth-616)
3964	Andreas Zorba (Earth-616)
3971	Kelsey Leigh (Earth-616)
3977	Cerebro (Founder) (Earth-616)
3978	Justine Hammer (Earth-616)
3994	John Watkins III (Earth-616)
3996	Eric Savin (Earth-616)
4002	Bridget Malone (Earth-616)
4007	Dagny Forrester (Earth-616)
4009	Rory Destine (Earth-616)
4011	Brock Rumlow (Earth-616)
4015	Wladyslav Shinski (Earth-616)
4017	Jasmine Destine (Earth-616)
4022	Pierre Fresson (Earth-616)
4040	Moon Boy (Earth-78411)
4045	Sharra Neramani (Earth-616)
4050	MX39147 (Earth-616)
4051	Yoshiro Hachiman (Earth-616)
4054	Adam Destine (Earth-616)
4060	Devos (Earth-616)
4061	Dreadface (Earth-616)
4070	Heike Zemo (Earth-616)
4073	Captain Forsa (Earth-616)
4081	Ramsey Kole (Earth-616)
4082	Dark Rider (Earth-616)
4085	Louis Dexter (Earth-616)
4091	Tani Uiruson (Earth-616)
4092	Alistaire Armstrong (Earth-616)
4095	Deathwatch (Earth-616)
4112	Aaron English (Earth-616)
4117	Doomsday Man (Earth-616)
4127	Willie Walkaway (Earth-616)
4128	Drom (Earth-616)
4133	Dredmund Cromwell (Earth-616)
4139	Imus Champion (Earth-616)
4149	Phillip Urich (Earth-616)
4150	Green Goblin (Construct) (Earth-616)
4159	Reed Richards (Earth-944)
4164	Eel (Surf) (Earth-616)
4165	Velmax (Earth-616)
4171	Ego Prime (Earth-616)
4176	Elsie Dee (Earth-616)
4177	Elwood (Pooka) (Earth-616)
4182	Erg (Earth-616)
4187	William Carmody (Earth-616)
4206	Albert Louis (Earth-616)
4207	Fenris Wolf (Earth-616)
4208	Fern (Earth-616)
4222	Jack Taggert (Earth-616)
4228	Flatiron (Russell) (Earth-616)
4241	Truth MacRae (Earth-616)
4252	Edward Cobert (Earth-616)
4318	Gayle Edgerton (Earth-616)
4320	Dennis Malloy (Earth-616)
4321	Giggles (Earth-616)
4322	Lillian von Loont (Earth-616)
4323	Gilgamesh (Earth-616)
4326	Kenneth Hale (Earth-616)
4327	Brute Bashby (Earth-616)
4328	Tony Masterson (Earth-616)
4329	Donald Clendenon (Earth-616)
4330	Harvest (Maurd) (Earth-616)
4362	Harold Danforth (Earth-712)
4363	Healer (Morlock) (Earth-616)
4364	Kenneth Tennyson (Earth-616)
4365	Henrietta Hunter (Earth-616)
4367	Dominic Destine (Earth-616)
4368	Edward Leeds (Earth-616)
4370	Scotty McDowell (Earth-616)
4371	Edward McDonough (Earth-616)
4372	Rick Rojatt (Earth-616)
4373	M-11 (Earth-616)
4375	Buchanan Mitty (Earth-616)
4376	Sonny Baredo (Earth-616)
4377	Tara Richards (Earth-6311)
4379	Hyperion (Squadron Sinister) (Earth-616)
4383	Jonathan Richards (Earth-967)
4384	Sturdevant Robbins (Earth-616)
4416	Iconoclast (Earth-616)
4417	Pandora Destine (Earth-616)
4420	Samantha McGee (Earth-616)
4421	Infinity (Earth-616)
4422	Arno Stark (Earth-8410)
4427	Kirika Yashida (Earth-295)
4435	Maguire Beck (Earth-616)
4476	Jerome Jaxon (Earth-616)
4477	Manuel Vicente (Earth-616)
4479	Josiah al hajj Saddiq (Earth-616)
4482	Brian Hibbs (Earth-616)
4483	Katyusha (Anya) (Earth-616)
4513	Khaos (Earth-9339)
4518	William Matson (Earth-616)
4522	Krugarr (Earth-691)
4523	Lady Lotus (Earth-616)
4524	Liberty Girl (Beverly) (Earth-616)
4531	Magus (Earth-7528)
4562	Lani Ubanu (Earth-616)
4563	Lump (Warpies) (Earth-616)
4565	Abner Jenkins (Earth-616)
4569	Priscilla Dolly (Earth-616)
4571	Philip Sterns (Earth-616)
4572	Magdalene (Earth-9201)
4605	Magus (Technarch) (Earth-616)
4607	Nakia Shauku (Earth-616)
4608	Malice (Marauders) (Earth-616)
4609	Malcolm Murphy (Earth-616)
4610	Eshu (Earth-616)
4627	Abigail Wright (Earth-616)
4673	Jeff Wilde (Earth-616)
4674	M'Nai (Earth-616)
4676	Mist Mistress (Earth-616)
4677	Mister Jip (Earth-616)
4678	Timothy Carney (Earth-616)
4680	Mongoose (Earth-616)
4684	Allan Rennie (Earth-616)
4685	Arlette Truffaut (Earth-616)
4687	Jerome Johnson (Earth-616)
4703	Mary Walker (Earth-616)
4704	Alicia Masters (Earth-616)
4855	Alexander Pierce (Earth-616)
4856	Dakota North (Earth-616)
4857	Kathleen Neville (Earth-616)
4875	Lloyd Bloch (Earth-616)
4876	Lord Nekron (Earth-616)
4877	Dwayne Taylor (Earth-616)
4879	Nightingale (Earth-616)
5289	Maht Pacle (Earth-616)
5290	Ocelot (Warpies) (Earth-616)
5308	Oscar Kincaid, Jr. (Earth-616)
5311	Sam Matonabbe (Earth-616)
5327	Randall Darby (Earth-616)
5328	Roland Rayburn (Earth-616)
5348	Pixie (First Line) (Earth-616)
5349	Leila O'Toole (Earth-616)
5350	Cecilia Cardinale (Earth-616)
5351	Charles Little Sky (Earth-616)
5352	Positron (Veronica) (Earth-616)
5353	Frank Skorina (Earth-616)
5376	Sergei Krylov (Earth-616)
